k,m,block_size,total_data_size,encode_time,compute_time,io_time,other_time,isa-l
128,4,32,4096,955.595,948.769,6.206,0.62,0
128,4,32,4096,14.702,7.912,6.122,0.668,1
16,4,32,512,70.682,69.727,0.826,0.129,0
16,4,32,512,1.574,0.643,0.819,0.112,1
32,4,32,1024,137.615,135.819,1.597,0.199,0
32,4,32,1024,3.04,1.181,1.644,0.215,1
4,4,32,128,11.91,11.636,0.229,0.045,0
4,4,32,128,0.434,0.165,0.231,0.038,1
64,4,32,2048,274.214,270.687,3.177,0.35,0
64,4,32,2048,5.718,2.255,3.093,0.37,1
8,4,32,256,34.829,34.325,0.43,0.074,0
8,4,32,256,0.885,0.355,0.446,0.084,1
