k,m,block_size,total_data_size,encode_time,compute_time,io_time,other_time,isa-l
100,4,32,3200,156.101,253.762,29.041,-126.702,0
104,4,32,3328,161.325,261.851,30.213,-130.739,0
108,4,32,3456,166.255,269.393,31.368,-134.506,0
112,4,32,3584,171.58,277.695,32.535,-138.65,0
116,4,32,3712,176.819,285.82,33.691,-142.692,0
120,4,32,3840,182.595,295.08,34.845,-147.33,0
124,4,32,3968,188.489,304.532,36.002,-152.045,0
128,4,32,4096,193.463,312.143,37.166,-155.846,0
16,4,32,512,39.823,70.2739,4.651,-35.1019,0
32,4,32,1024,62.499,106.274,9.298,-53.0735,0
4,4,32,128,22.791,44.0663,0.741,-22.0163,0
64,4,32,2048,105.599,173.776,18.59,-86.7673,0
68,4,32,2176,111.157,182.586,19.736,-91.1654,0
72,4,32,2304,116.705,191.342,20.903,-95.5401,0
76,4,32,2432,123.233,202.026,22.075,-100.868,0
80,4,32,2560,128.405,210.053,23.23,-104.878,0
84,4,32,2688,133.531,217.978,24.389,-108.836,0
88,4,32,2816,139.026,226.617,25.555,-113.146,0
8,4,32,256,29.19,53.6645,2.334,-26.8085,0
92,4,32,2944,144.583,235.381,26.722,-117.52,0
96,4,32,3072,149.342,242.554,27.885,-121.097,0
