code_type,k,m,x,y,block_size,chunk_size(KB),total_data_size,encode_time,encode_throughput,compute_time,io_time,read_time,simulated_send_time,other_time,isa-l
RS,32,4,32,1,32,64,2048,33.154,61.7723,26.831,5.219,5.204,0.015,1.104,0
