timestamp,pid,core,frequency(MHz)
CPU core and frequency monitoring started for PID 392952
1753384754.636856123,392952,3,3497.680
1753384755.146732841,392952,3,3499.486
1753384755.656648791,392952,3,3499.504
1753384756.166829593,392952,0,3499.791
1753384756.676608835,392952,0,3499.171
1753384757.186399558,392952,0,3498.649
1753384757.696387033,392952,0,3500.893
1753384758.206370265,392952,0,3481.501
1753384758.716387051,392952,0,3483.966
1753384759.226373254,392952,0,3499.630
1753384759.736508947,392952,0,3498.652
1753384760.246630276,392952,0,3497.876
1753384760.756740173,392952,0,3497.664
1753384761.266835216,392952,0,3497.729
1753384761.776871060,392952,0,3498.385
1753384762.286995151,392952,0,3497.326
1753384762.797001672,392952,0,3498.447
1753384763.306989719,392952,0,3497.765
1753384763.817062091,392952,0,3498.319
1753384764.326967348,392952,3,3496.135
1753384764.837139787,392952,3,3496.745
1753384765.347235203,392952,0,3499.252
1753384765.857198437,392952,1,3496.416
1753384766.367993468,392952,1,3499.504
1753384766.878252112,392952,1,3500.137
1753384767.388893091,392952,1,3499.500
1753384767.899223193,392952,1,3499.927
1753384768.410118608,392952,1,3499.857
1753384768.920455175,392952,1,3500.066
1753384769.431699020,392952,0,3500.370
1753384769.941725728,392952,0,3498.701
1753384770.451778695,392952,0,3500.396
1753384770.961848915,392952,0,3498.466
1753384771.471953632,392952,0,3499.954
1753384771.981846736,392952,0,3498.811
1753384772.491691825,392952,0,3499.139
1753384773.001574441,392952,0,3498.556
1753384773.511477269,392952,0,3498.932
1753384774.021402874,392952,0,3498.849
1753384774.531300692,392952,0,3499.713
1753384775.041197301,392952,0,3499.997
1753384775.551115074,392952,0,3490.472
1753384776.061044623,392952,0,3497.349
1753384776.570997173,392952,0,3499.752
1753384777.081006268,392952,0,3497.282
1753384777.591082086,392952,0,3499.819
1753384778.101010888,392952,0,3498.640
1753384778.610791535,392952,0,3499.832
1753384779.120855392,392952,0,3499.608
1753384779.631456396,392952,1,3499.928
1753384780.142261875,392952,1,3500.107
