k,m,block_size,total_data_size,encode_time,compute_time,io_time,other_time,isa-l
100,4,32,3200,836.64,831.323,4.836,0.481,0
100,4,32,3200,8.912,3.697,4.722,0.493,1
104,4,32,3328,475.773,470.367,4.92,0.486,0
104,4,32,3328,9.673,4.272,4.899,0.502,1
108,4,32,3456,614.067,608.486,5.057,0.524,0
108,4,32,3456,11.516,5.936,5.068,0.512,1
112,4,32,3584,533.366,527.545,5.296,0.525,0
112,4,32,3584,10.01,4.24,5.244,0.526,1
116,4,32,3712,855.387,849.442,5.395,0.55,0
116,4,32,3712,10.306,4.351,5.411,0.544,1
120,4,32,3840,803.708,797.526,5.628,0.554,0
120,4,32,3840,13.346,7.183,5.596,0.567,1
124,4,32,3968,917.847,911.363,5.865,0.619,0
124,4,32,3968,11.836,5.479,5.768,0.589,1
128,4,32,4096,631.624,622.665,8.311,0.648,0
128,4,32,4096,13.891,5.455,7.581,0.855,1
16,4,32,512,70.162,69.235,0.82,0.107,0
16,4,32,512,1.578,0.637,0.826,0.115,1
32,4,32,1024,137.202,135.431,1.588,0.183,0
32,4,32,1024,2.966,1.153,1.612,0.201,1
4,4,32,128,11.977,11.684,0.248,0.045,0
4,4,32,128,0.455,0.164,0.239,0.052,1
64,4,32,2048,273.45,270.1,3.03,0.32,0
64,4,32,2048,5.634,2.236,3.05,0.348,1
68,4,32,2176,290.898,287.292,3.267,0.339,0
68,4,32,2176,6.102,2.374,3.354,0.374,1
72,4,32,2304,309.047,305.277,3.416,0.354,0
72,4,32,2304,6.302,2.514,3.401,0.387,1
76,4,32,2432,327.91,323.959,3.587,0.364,0
76,4,32,2432,6.636,2.649,3.586,0.401,1
80,4,32,2560,345.248,341.104,3.758,0.386,0
80,4,32,2560,6.983,2.813,3.751,0.419,1
84,4,32,2688,362.435,358.087,3.938,0.41,0
84,4,32,2688,7.274,2.903,3.933,0.438,1
88,4,32,2816,383.822,379.299,4.107,0.416,0
88,4,32,2816,7.646,3.044,4.131,0.471,1
8,4,32,256,34.593,34.085,0.437,0.071,0
8,4,32,256,0.854,0.352,0.432,0.07,1
92,4,32,2944,401.64,396.893,4.316,0.431,0
92,4,32,2944,7.955,3.206,4.317,0.432,1
96,4,32,3072,775.738,770.783,4.504,0.451,0
96,4,32,3072,8.37,3.403,4.492,0.475,1
