code_type,k,m,x,y,block_size,chunk_size(KB),total_data_size,encode_time,encode_throughput,compute_time,io_time,read_time,simulated_send_time,other_time
RS,32,4,12,2,32,64,32768,71.442,458.666,2.134,51.698,51.571,0.127,17.61
RS,32,4,32,1,32,64,32768,86.879,377.168,5.198,66.413,66.168,0.245,15.268
RS,32,4,8,4,32,64,32768,66.665,491.532,1.224,53.223,53.156,0.067,12.218
