code_type,k,m,x,y,block_size,total_data_size,encode_time,encode_throughput,compute_time,io_time,read_time,simulated_send_time,other_time
RS,128,4,22,23,8,65536,12.497,5244.14,2.866,5.311,5.292,0.019,4.32
