code_type,k,m,x,y,block_size,chunk_size(KB),total_data_size,encode_time,encode_throughput,compute_time,io_time,read_time,simulated_send_time,other_time
RS,16,4,16,1,32,64,4096,472.098,8.67616,451.692,6.398,6.198,0.2,14.008
