k,m,block_size,total_data_size,encode_time,compute_time,io_time,other_time,isa-l
100,4,32,3200,449.572,444.417,4.691,0.464,0
100,4,32,3200,12.767,7.61,4.672,0.485,1
104,4,32,3328,511.329,506.011,4.818,0.5,0
104,4,32,3328,12.275,6.885,4.884,0.506,1
108,4,32,3456,508.104,502.494,5.048,0.562,0
108,4,32,3456,9.667,4.01,5.152,0.505,1
112,4,32,3584,532.634,526.919,5.195,0.52,0
112,4,32,3584,12.407,6.629,5.264,0.514,1
116,4,32,3712,906.259,900.27,5.455,0.534,0
116,4,32,3712,10.926,4.993,5.397,0.536,1
120,4,32,3840,578.581,572.37,5.654,0.557,0
120,4,32,3840,11.979,5.783,5.644,0.552,1
124,4,32,3968,629.811,623.447,5.8,0.564,0
124,4,32,3968,13.454,7.065,5.814,0.575,1
128,4,32,4096,617.921,611.334,5.995,0.592,0
128,4,32,4096,12.295,5.727,5.973,0.595,1
16,4,32,512,70.125,69.194,0.822,0.109,0
16,4,32,512,1.565,0.636,0.817,0.112,1
32,4,32,1024,136.954,135.197,1.575,0.182,0
32,4,32,1024,2.919,1.153,1.57,0.196,1
4,4,32,128,12.95,12.427,0.465,0.058,0
4,4,32,128,0.529,0.188,0.296,0.045,1
64,4,32,2048,272.833,269.45,3.06,0.323,0
64,4,32,2048,5.619,2.228,3.045,0.346,1
68,4,32,2176,291.131,287.577,3.222,0.332,0
68,4,32,2176,5.953,2.371,3.223,0.359,1
72,4,32,2304,308.835,305.075,3.41,0.35,0
72,4,32,2304,6.291,2.518,3.381,0.392,1
76,4,32,2432,326.793,322.522,3.894,0.377,0
76,4,32,2432,6.611,2.616,3.593,0.402,1
80,4,32,2560,345.949,341.77,3.789,0.39,0
80,4,32,2560,7.048,2.79,3.835,0.423,1
84,4,32,2688,364.283,359.884,3.991,0.408,0
84,4,32,2688,7.333,2.9,3.995,0.438,1
88,4,32,2816,463.098,458.561,4.124,0.413,0
88,4,32,2816,7.638,3.026,4.152,0.46,1
8,4,32,256,35.833,34.964,0.799,0.07,0
8,4,32,256,1.412,0.471,0.807,0.134,1
92,4,32,2944,609.407,604.659,4.313,0.435,0
92,4,32,2944,8.013,3.199,4.373,0.441,1
96,4,32,3072,422.452,417.487,4.5,0.465,0
96,4,32,3072,8.574,3.568,4.537,0.469,1
