k,m,block_size,total_data_size,encode_time,compute_time,io_time,other_time,isa-l
128,4,32,4096,947.259,939.968,6.713,0.578,0
128,4,32,4096,13.764,6.434,6.717,0.613,1
16,4,32,512,70.931,69.879,0.949,0.103,0
16,4,32,512,1.699,0.665,0.929,0.105,1
32,4,32,1024,138.249,136.24,1.833,0.176,0
32,4,32,1024,3.149,1.195,1.769,0.185,1
4,4,32,128,11.962,11.625,0.294,0.043,0
4,4,32,128,0.625,0.193,0.368,0.064,1
64,4,32,2048,276.735,272.932,3.468,0.335,0
64,4,32,2048,8.379,4.51,3.516,0.353,1
8,4,32,256,35.329,34.75,0.517,0.062,0
8,4,32,256,0.968,0.367,0.539,0.062,1
