code_type,k,m,x,y,block_size,chunk_size(KB),total_data_size,encode_time,encode_throughput,compute_time,io_time,read_time,simulated_send_time,other_time,isa-l
RS,4,4,4,1,32,64,4096,37.966,107.886,0.741,14.307,13.961,0.346,22.918,1
RS,8,4,8,1,32,64,4096,37.958,107.909,0.761,25.663,25.5,0.163,11.534,1
RS,16,4,16,1,32,64,4096,38.024,107.721,0.806,31.329,31.246,0.083,5.889,1
RS,32,4,32,1,32,64,4096,38.156,107.349,0.867,34.215,34.173,0.042,3.074,1
RS,64,4,64,1,32,64,4096,40.607,100.869,2.423,36.493,36.473,0.02,1.691,1
RS,128,4,128,1,32,64,4096,40.555,100.999,2.444,37.155,37.144,0.011,0.956,1

