timestamp,pid,core,frequency(MHz)
CPU core and frequency monitoring started for PID 330031
1753380476.367326863,330031,3,3500.067
1753380476.877541941,330031,3,3500.037
1753380477.387344522,330031,2,3500.117
1753380477.897648117,330031,2,3500.653
1753380478.407362046,330031,3,3499.605
1753380478.917288267,330031,3,3499.897
1753380479.427204963,330031,3,3500.683
1753380479.937163819,330031,3,3501.076
1753380480.447085159,330031,3,3500.439
1753380480.957049115,330031,2,3500.224
1753380481.467055894,330031,2,3498.853
1753380481.976985362,330031,2,3499.209
1753380482.486830874,330031,2,3500.365
1753380482.996842505,330031,2,3499.368
1753380483.506617140,330031,2,3499.846
1753380484.016356671,330031,2,3499.099
1753380484.526239524,330031,2,3499.878
1753380485.036146522,330031,2,3498.557
1753380485.546088912,330031,2,3499.641
1753380486.055982196,330031,2,3499.526
1753380486.565850485,330031,2,3500.640
1753380487.075777421,330031,2,3501.080
1753380487.585769575,330031,2,3500.507
1753380488.096047277,330031,3,3501.070
1753380488.605876107,330031,3,3499.955
1753380489.115745646,330031,2,3498.330
1753380489.625619135,330031,2,3499.076
1753380490.135573526,330031,2,3500.459
1753380490.645543514,330031,2,3500.829
1753380491.156501838,330031,3,3499.958
1753380491.666410849,330031,2,3498.921
1753380492.176491109,330031,2,3501.088
1753380492.686678688,330031,2,3499.672
1753380493.196743951,330031,2,3499.773
1753380493.706890986,330031,2,3501.267
1753380494.217045555,330031,2,3498.556
1753380494.727195812,330031,2,3497.733
1753380495.237214599,330031,2,3497.823
1753380495.747322309,330031,2,3496.816
1753380496.257168564,330031,2,3498.948
1753380496.767149179,330031,2,3498.102
1753380497.277069847,330031,2,3496.424
1753380497.787831251,330031,2,3500.102
