code_type,k,m,x,y,block_size,total_data_size,encode_time,encode_throughput,compute_time,io_time,read_time,simulated_send_time,other_time
RS,128,4,14,4,32,65536,19.81,3308.23,2.87,3.598,3.552,0.046,13.342
