timestamp,pid,core,frequency(MHz)
CPU core and frequency monitoring started for PID 2135145
1753469694.972035500,2135145,6,2700.000
1753469695.509127710,2135145,6,2700.000
1753469696.048942201,2135145,7,2700.000
1753469696.584862855,2135145,7,2700.000
1753469697.123401034,2135145,7,2700.000
1753469697.660676788,2135145,6,2700.000
1753469698.195522847,2135145,4,2700.000
1753469698.735835113,2135145,0,2700.000
1753469699.269635696,2135145,0,2700.000
1753469699.804388166,2135145,4,2700.000
1753469700.338094818,2135145,4,2700.000
1753469700.872009300,2135145,4,2700.000
1753469701.407576978,2135145,4,2700.000
1753469701.944103014,2135145,4,2700.000
1753469702.478699709,2135145,4,2700.000
1753469703.012393701,2135145,4,2700.000
1753469703.546979878,2135145,4,2700.000
1753469704.080934250,2135145,4,2700.000
1753469704.615675850,2135145,4,2700.000
1753469705.149315295,2135145,4,2700.000
1753469705.682745910,2135145,4,2700.000
1753469706.216198472,2135145,4,2700.000
1753469706.749889568,2135145,4,2700.000
1753469707.283391815,2135145,4,2700.000
1753469707.817181117,2135145,4,2700.000
1753469708.350793273,2135145,4,2700.000
1753469708.884487982,2135145,4,2700.000
1753469709.418421184,2135145,4,2700.000
1753469709.952163273,2135145,4,2700.000
1753469710.486149728,2135145,4,2700.000
1753469711.020273648,2135145,4,2700.000
1753469711.555358594,2135145,4,2700.000
1753469712.089168748,2135145,4,2700.000
1753469712.622848516,2135145,4,2700.000
1753469713.156627388,2135145,4,2700.000
1753469713.690756285,2135145,4,2700.000
1753469714.225253083,2135145,4,2700.000
1753469714.759042021,2135145,4,2700.000
1753469715.293308005,2135145,4,2700.000
1753469715.827562125,2135145,4,2700.000
1753469716.361115280,2135145,4,2700.000
1753469716.894679278,2135145,4,2700.000
1753469717.428312661,2135145,4,2700.000
1753469717.962001640,2135145,4,2700.000
1753469718.495643363,2135145,4,2700.000
1753469719.029148004,2135145,4,2700.000
1753469719.562662768,2135145,4,2700.000
1753469720.096129453,2135145,4,2700.000
1753469720.630369536,2135145,4,2700.000
1753469721.163792213,2135145,4,2700.000
1753469721.697311531,2135145,4,2700.000
1753469722.231331223,2135145,4,2700.000
1753469722.765204915,2135145,4,2700.000
1753469723.298750030,2135145,4,2700.000
1753469723.832168224,2135145,4,2700.000
1753469724.365561989,2135145,4,2700.000
1753469724.898859015,2135145,4,2700.000
1753469725.432335795,2135145,4,2700.000
1753469725.965757080,2135145,4,2700.000
1753469726.499151051,2135145,4,2700.000
1753469727.032726497,2135145,4,2700.000
1753469727.566345254,2135145,4,2700.000
1753469728.099943390,2135145,4,2700.000
1753469728.633929749,2135145,0,2700.000
1753469729.167511033,2135145,0,2700.000
1753469729.701575896,2135145,4,2700.000
1753469730.235606470,2135145,4,2700.000
1753469730.769339591,2135145,4,2700.000
1753469731.303921546,2135145,4,2700.000
1753469731.837646552,2135145,4,2700.000
1753469732.371536942,2135145,4,2700.000
1753469732.905305581,2135145,4,2700.000
1753469733.439026143,2135145,4,2700.000
1753469733.972757768,2135145,4,2700.000
1753469734.506610465,2135145,0,2700.000
1753469735.040829639,2135145,4,2700.000
1753469735.574303336,2135145,4,2700.000
1753469736.108064828,2135145,0,2700.000
1753469736.642823901,2135145,4,2700.000
1753469737.177365106,2135145,4,2700.000
1753469737.710988557,2135145,4,2700.000
1753469738.244647662,2135145,4,2700.000
1753469738.778300276,2135145,4,2700.000
1753469739.311869779,2135145,4,2700.000
1753469739.845961502,2135145,4,2700.000
1753469740.379451263,2135145,4,2700.000
1753469740.913002131,2135145,4,2700.000
1753469741.446493218,2135145,4,2700.000
1753469741.980513798,2135145,4,2700.000
1753469742.514095615,2135145,4,2700.000
1753469743.047825217,2135145,4,2700.000
1753469743.582072851,2135145,4,2700.000
1753469744.116576894,2135145,4,2700.000
1753469744.650212607,2135145,4,2700.000
1753469745.183970833,2135145,4,2700.000
1753469745.717510129,2135145,4,2700.000
1753469746.251225670,2135145,4,2700.000
1753469746.785086532,2135145,4,2700.000
1753469747.318837468,2135145,4,2700.000
1753469747.852582774,2135145,4,2700.000
1753469748.386251243,2135145,4,2700.000
1753469748.919947871,2135145,4,2700.000
1753469749.453971736,2135145,4,2700.000
1753469749.987933653,2135145,4,2700.000
1753469750.521799214,2135145,4,2700.000
1753469751.055560019,2135145,4,2700.000
1753469751.589174143,2135145,4,2700.000
1753469752.122881380,2135145,4,2700.000
1753469752.656641688,2135145,4,2700.000
1753469753.190437410,2135145,4,2700.000
1753469753.724220648,2135145,4,2700.000
1753469754.258376957,2135145,4,2700.000
1753469754.792893071,2135145,4,2700.000
1753469755.326551435,2135145,4,2700.000
1753469755.860026480,2135145,4,2700.000
1753469756.393745692,2135145,4,2700.000
1753469756.928072900,2135145,4,2700.000
1753469757.462358444,2135145,4,2700.000
1753469757.996434054,2135145,0,2700.000
1753469758.530554901,2135145,4,2700.000
1753469759.064099257,2135145,4,2700.000
1753469759.597688608,2135145,4,2700.000
1753469760.131708448,2135145,4,2700.000
1753469760.665148072,2135145,4,2700.000
1753469761.198855831,2135145,4,2700.000
1753469761.732926199,2135145,4,2700.000
1753469762.266904639,2135145,4,2700.000
1753469762.800243239,2135145,4,2700.000
1753469763.333669983,2135145,4,2700.000
1753469763.867298203,2135145,4,2700.000
1753469764.400952418,2135145,4,2700.000
1753469764.934781856,2135145,4,2700.000
1753469765.468833715,2135145,4,2700.000
1753469766.002453923,2135145,4,2700.000
1753469766.536093874,2135145,4,2700.000
1753469767.069850146,2135145,4,2700.000
1753469767.604773469,2135145,4,2700.000
