timestamp,pid,core,frequency(MHz)
CPU core and frequency monitoring started for PID 976024
1753400598.461135952,976024,4,2700.000
1753400598.996564193,976024,0,2700.000
1753400599.531756886,976024,0,2700.000
1753400600.066195580,976024,2,2700.000
1753400600.600611466,976024,2,2700.000
1753400601.135318114,976024,2,2700.000
1753400601.670122063,976024,2,2700.000
1753400602.204290417,976024,2,2700.000
1753400602.739140742,976024,2,2700.000
1753400603.275199668,976024,2,2700.000
1753400603.808704891,976024,2,2700.000
1753400604.342274947,976024,2,2700.000
1753400604.876097105,976024,2,2700.000
1753400605.410444530,976024,2,2700.000
1753400605.943711941,976024,2,2700.000
1753400606.478358625,976024,2,2700.000
1753400607.012045543,976024,2,2700.000
1753400607.545555896,976024,2,2700.000
1753400608.079108637,976024,2,2700.000
1753400608.612694607,976024,2,2700.000
1753400609.146308174,976024,2,2700.000
1753400609.679878571,976024,2,2700.000
1753400610.213330804,976024,2,2700.000
1753400610.746689824,976024,2,2700.000
1753400611.279938055,976024,2,2700.000
