code_type,k,m,x,y,block_size,chunk_size(KB),total_data_size,encode_time,encode_throughput,compute_time,io_time,read_time,simulated_send_time,other_time,isa-l
RS,4,4,4,1,32,64,4096,37.966,107.886,0.744,14.173,13.833,0.34,23.049,1
